,fineLine,displayName,productUrl,brandName,brandLogo,forHire,unitOfMeasure,isSpecialOrder,availableForOrderOnline,availableForPickUp,availableForDelivery,isTradingRestricted,isThirdParty,isBundle,isCustomMade,hasPOADelivery,productImage,checkStoreForPrice,stockStatus,isFeatured,sellerName,isMarketplaceProduct,showStockLevel,isInStore,productRatings,totalReviewCount,Price_int
37,0128938,Ozito Power X Change 18V Cordless Outdoor Paint Spray Gun - Skin Only,/ozito-power-x-change-18v-cordless-outdoor-paint-spray-gun-skin-only_p0128938,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",0},49.98
38,0128940,Ozito Power X Change 18V Cordless Wet \u0026 Dry Vacuum / Inflator - Skin Only,/ozito-power-x-change-18v-cordless-wet-dry-vacuum-inflator-skin-only_p0128940,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",0},79.98
39,0136013,Ozito Power X Change 18V Cordless 11mm Glue Gun - Skin Only,/ozito-power-x-change-18v-cordless-11mm-glue-gun-skin-only_p0136013,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,false,true,"{""averageOverallRating",0},39.98
40,3380870,Ozito Power X Change 18V Cordless Blower - Skin Only,/ozito-power-x-change-18v-cordless-blower-skin-only_p3380870,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",3},69.0
41,3380872,Ozito Power X Change 18V Hedge Trimmer - Skin Only,/ozito-power-x-change-18v-hedge-trimmer-skin-only_p3380872,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",2},89.0
42,3381035,Ozito Power X Change 18V Pole Pruner - Skin Only,/ozito-power-x-change-18v-pole-pruner-skin-only_p3381035,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",1},154.0
43,3381037,Ozito Power X Change 18V Chainsaw - Skin Only,/ozito-power-x-change-18v-chainsaw-skin-only_p3381037,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",1},119.0
44,3381093,Ozito Power X Change 2 x 18V Brushless Blower Vac And Mulcher - Skin Only,/ozito-power-x-change-2-x-18v-brushless-blower-vac-and-mulcher-skin-only_p3381093,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",1},174.0
45,3381168,Ozito Power X Change 18V Chainsaw Kit,/ozito-power-x-change-18v-chainsaw-kit_p3381168,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",0},199.0
46,3381217,Ozito Power X Change 18V Pruning Saw - Skin Only,/ozito-power-x-change-18v-pruning-saw-skin-only_p3381217,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",0},89.0
47,3381339,Ozito Power X Change 18V Pole Hedge Trimmer Attachment,/ozito-power-x-change-18v-pole-hedge-trimmer-attachment_p3381339,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",0},59.0
0,0018372,Ozito Power X Change 18V 5.2Ah Ultra Battery,/ozito-power-x-change-18v-5-2ah-ultra-battery_p0018372,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",1},99.0
1,0025615,Ozito Power X Change Sharpening Wheel,/ozito-power-x-change-sharpening-wheel_p0025615,Ozito Power X Change,https,false,Each,false,true,true,true,false,false,false,false,false,https,false,null,false,,false,true,true,"{""averageOverallRating",0},14.5
